date,OT
2016/1/4 17:55,142.0171009051408
2016/1/4 18:55,140.3999
2016/1/4 19:55,149.0226
2016/1/4 20:55,126.5805
2016/1/4 21:55,129.7547
2016/1/4 22:55,115.2151
2016/1/4 23:55,141.6637
2016/1/5 0:55,101.6463
2016/1/5 1:55,103.5753
2016/1/5 2:55,99.4178
2016/1/5 3:55,118.5755
2016/1/5 4:55,109.2771
2016/1/5 5:55,157.7663
2016/1/5 6:55,170.9097
2016/1/5 7:55,174.0998
2016/1/5 8:55,157.9464
2016/1/5 9:55,155.2551
2016/1/5 10:55,165.6931
2016/1/5 11:55,170.4423
2016/1/5 12:55,159.05465562843045
2016/1/5 13:55,188.8582
2016/1/5 14:55,173.4208
2016/1/5 15:55,188.4729
2016/1/5 16:55,205.49951854851832
2016/1/5 17:55,162.8507
2016/1/5 18:55,148.2203
2016/1/5 19:55,162.776
2016/1/5 20:55,133.5063
2016/1/5 21:55,138.94899859486557
2016/1/5 22:55,151.3258
2016/1/5 23:55,174.4259
2016/1/6 0:55,155.2872
2016/1/6 1:55,114.186
2016/1/6 2:55,109.7837
2016/1/6 3:55,121.0757
2016/1/6 4:55,119.75144690392071
2016/1/6 5:55,136.271
2016/1/6 6:55,139.4547
2016/1/6 7:55,145.8334
2016/1/6 8:55,140.0191
2016/1/6 9:55,143.4923
2016/1/6 10:55,136.8242
2016/1/6 11:55,127.19656294862875
2016/1/6 12:55,170.468
2016/1/6 13:55,154.7283
2016/1/6 14:55,158.757
2016/1/6 15:55,159.5595
2016/1/6 16:55,168.7608
2016/1/6 17:55,186.2494
2016/1/6 18:55,152.6302
2016/1/6 19:55,151.5397
2016/1/6 20:55,128.98
2016/1/6 21:55,150.4083
2016/1/6 22:55,136.3848
2016/1/6 23:55,145.5334
2016/1/7 0:55,109.4309
2016/1/7 1:55,107.8657
2016/1/7 2:55,87.43405133328949
2016/1/7 3:55,112.68197630317748
2016/1/7 4:55,117.8384
2016/1/7 5:55,166.174
2016/1/7 6:55,188.5181
2016/1/7 7:55,191.7992
2016/1/7 8:55,185.3207
2016/1/7 9:55,184.0951
2016/1/7 10:55,176.9793
2016/1/7 11:55,178.2563
2016/1/7 12:55,202.7007
2016/1/7 13:55,198.574
2016/1/7 14:55,195.6701
2016/1/7 15:55,205.4546
2016/1/7 16:55,194.2051
2016/1/7 17:55,177.0163
2016/1/7 18:55,155.4687
2016/1/7 19:55,168.9399
2016/1/7 20:55,135.0589
2016/1/7 21:55,168.9683
2016/1/7 22:55,153.2681
2016/1/7 23:55,165.3197
2016/1/8 0:55,109.2566
2016/1/8 1:55,106.5522
2016/1/8 2:55,107.5023
2016/1/8 3:55,125.0227
2016/1/8 4:55,111.7953
2016/1/8 5:55,161.4434
2016/1/8 6:55,179.8789
2016/1/8 7:55,181.4228
2016/1/8 8:55,227.6247
2016/1/8 9:55,175.4936
2016/1/8 10:55,172.2635
2016/1/8 11:55,174.8545
2016/1/8 12:55,213.4818
2016/1/8 13:55,185.3317
2016/1/8 14:55,195.0952
2016/1/8 15:55,192.7842
2016/1/8 16:55,185.116
2016/1/8 17:55,166.7978
2016/1/8 18:55,150.9011
2016/1/8 19:55,165.6301
2016/1/8 20:55,128.3431
2016/1/8 21:55,127.5607
2016/1/8 22:55,122.8878
2016/1/8 23:55,133.2084
2016/1/9 0:55,105.7557
2016/1/9 1:55,98.1519
2016/1/9 2:55,94.1971
2016/1/9 3:55,105.2342
2016/1/9 4:55,91.2185
2016/1/9 5:55,110.89650583766829
2016/1/9 6:55,99.3526
2016/1/9 7:55,107.5551
2016/1/9 8:55,117.6311
2016/1/9 9:55,131.5696
2016/1/9 10:55,139.7618
2016/1/9 11:55,140.6259
2016/1/9 12:55,155.864
2016/1/9 13:55,140.1212
2016/1/9 14:55,132.7762
2016/1/9 15:55,131.756
2016/1/9 16:55,127.9533
2016/1/9 17:55,123.346
2016/1/9 18:55,121.049
2016/1/9 19:55,128.1727
2016/1/9 20:55,98.21697745995964
2016/1/9 21:55,113.0545
2016/1/9 22:55,113.4758
2016/1/9 23:55,108.8459
2016/1/10 0:55,99.5629
2016/1/10 1:55,108.2293
2016/1/10 2:55,91.9236
2016/1/10 3:55,91.2951
2016/1/10 4:55,82.1018
2016/1/10 5:55,89.8607
2016/1/10 6:55,86.9768
2016/1/10 7:55,92.4499
2016/1/10 8:55,111.0703
2016/1/10 9:55,105.6196
2016/1/10 10:55,116.9484
2016/1/10 11:55,139.9371
2016/1/10 12:55,142.4438
2016/1/10 13:55,129.6279
2016/1/10 14:55,123.6053
2016/1/10 15:55,122.2034
2016/1/10 16:55,112.29530625915994
2016/1/10 17:55,127.2409
2016/1/10 18:55,113.3788
2016/1/10 19:55,122.9816
2016/1/10 20:55,101.0638
2016/1/10 21:55,101.3132
2016/1/10 22:55,93.9291
2016/1/10 23:55,117.2272
2016/1/11 0:55,85.3239
2016/1/11 1:55,79.15860538838143
2016/1/11 2:55,94.1156
2016/1/11 3:55,128.13369860474714
2016/1/11 4:55,109.5331
2016/1/11 5:55,169.1551
2016/1/11 6:55,195.7784
2016/1/11 7:55,193.1698
2016/1/11 8:55,171.2979
2016/1/11 9:55,174.4666
2016/1/11 10:55,166.9648
2016/1/11 11:55,183.1481
2016/1/11 12:55,205.0695
2016/1/11 13:55,202.4957
2016/1/11 14:55,194.4141
2016/1/11 15:55,234.1026
2016/1/11 16:55,195.7752
2016/1/11 17:55,179.2101
2016/1/11 18:55,152.3307
2016/1/11 19:55,168.9688
2016/1/11 20:55,136.2758
2016/1/11 21:55,137.5109
2016/1/11 22:55,121.716
2016/1/11 23:55,112.8911
2016/1/12 0:55,66.3005
2016/1/12 1:55,236.97400611095097
2016/1/12 2:55,82.452
2016/1/12 3:55,78.1197
2016/1/12 4:55,89.1039
2016/1/12 5:55,247.0245
2016/1/12 6:55,183.6718
2016/1/12 7:55,181.2843
2016/1/12 8:55,159.0505
2016/1/12 9:55,241.9139
2016/1/12 10:55,156.4746
2016/1/12 11:55,155.7232
2016/1/12 12:55,196.0464
2016/1/12 13:55,249.5387
2016/1/12 14:55,181.0266
2016/1/12 15:55,189.7816
2016/1/12 16:55,184.6842
2016/1/12 17:55,228.9138
2016/1/12 18:55,151.5931
2016/1/12 19:55,158.7545
2016/1/12 20:55,124.2159
2016/1/12 21:55,237.6258
2016/1/12 22:55,111.3545
2016/1/12 23:55,143.1605
2016/1/13 0:55,148.6136
2016/1/13 1:55,134.9107
2016/1/13 2:55,88.0283
2016/1/13 3:55,112.1004
2016/1/13 4:55,104.934
2016/1/13 5:55,197.5745
2016/1/13 6:55,180.0611
2016/1/13 7:55,179.0979
2016/1/13 8:55,176.6573
2016/1/13 9:55,209.7273
2016/1/13 10:55,164.7184
2016/1/13 11:55,180.1064
2016/1/13 12:55,186.9542
2016/1/13 13:55,231.2838
2016/1/13 14:55,204.4454
2016/1/13 15:55,190.6776
2016/1/13 16:55,190.8523
2016/1/13 17:55,214.2733
2016/1/13 18:55,150.0714
2016/1/13 19:55,159.1058
2016/1/13 20:55,141.50954889488435
2016/1/13 21:55,160.62996713181607
2016/1/13 22:55,119.6474
2016/1/13 23:55,119.8487
2016/1/14 0:55,135.85
2016/1/14 1:55,139.97380769695485
2016/1/14 2:55,105.826
2016/1/14 3:55,104.0754
2016/1/14 4:55,130.3004
2016/1/14 5:55,202.4531
2016/1/14 6:55,200.6198
2016/1/14 7:55,206.4558
2016/1/14 8:55,184.7361
2016/1/14 9:55,200.717
2016/1/14 10:55,170.6186
2016/1/14 11:55,212.0145
2016/1/14 12:55,204.5255
2016/1/14 13:55,219.6312
2016/1/14 14:55,204.396
2016/1/14 15:55,223.646
2016/1/14 16:55,209.8145
2016/1/14 17:55,208.6711
2016/1/14 18:55,161.699
2016/1/14 19:55,162.8911
2016/1/14 20:55,145.8599
2016/1/14 21:55,157.5002
2016/1/14 22:55,124.5124
2016/1/14 23:55,131.8111
2016/1/15 0:55,109.0259
2016/1/15 1:55,119.9573
2016/1/15 2:55,97.3233
2016/1/15 3:55,114.7745
2016/1/15 4:55,113.7191
2016/1/15 5:55,183.5309
2016/1/15 6:55,183.6455
2016/1/15 7:55,196.0501
2016/1/15 8:55,184.8176
2016/1/15 9:55,204.1291665270886
2016/1/15 10:55,181.1469
2016/1/15 11:55,171.9075
2016/1/15 12:55,201.8635
2016/1/15 13:55,218.8598
2016/1/15 14:55,190.1277
2016/1/15 15:55,197.0475
2016/1/15 16:55,196.9902
2016/1/15 17:55,195.4094
2016/1/15 18:55,149.4826
2016/1/15 19:55,150.8799
2016/1/15 20:55,136.1515
2016/1/15 21:55,148.9841
2016/1/15 22:55,120.8836
2016/1/15 23:55,137.6172
2016/1/16 0:55,104.4875
2016/1/16 1:55,118.4631
2016/1/16 2:55,91.7462
2016/1/16 3:55,106.8749
2016/1/16 4:55,96.7089
2016/1/16 5:55,114.6916
2016/1/16 6:55,97.7747
2016/1/16 7:55,107.8005
2016/1/16 8:55,134.2484
2016/1/16 9:55,153.6242
2016/1/16 10:55,131.8922
2016/1/16 11:55,128.8691
2016/1/16 12:55,154.8176
2016/1/16 13:55,157.9803
2016/1/16 14:55,136.2505
2016/1/16 15:55,135.2848
2016/1/16 16:55,129.96208172725707
2016/1/16 17:55,142.6704
2016/1/16 18:55,122.2077
2016/1/16 19:55,131.9902
2016/1/16 20:55,115.0113
2016/1/16 21:55,125.3291
2016/1/16 22:55,130.73031333529065
2016/1/16 23:55,108.5157
2016/1/17 0:55,96.2227
2016/1/17 1:55,110.5218
2016/1/17 2:55,90.4257
2016/1/17 3:55,92.7155
2016/1/17 4:55,83.6536
2016/1/17 5:55,103.1026
2016/1/17 6:55,89.5373
2016/1/17 7:55,93.6676
2016/1/17 8:55,103.1126
2016/1/17 9:55,123.3248
2016/1/17 10:55,117.4201
2016/1/17 11:55,120.1435
2016/1/17 12:55,141.181
2016/1/17 13:55,144.6577
2016/1/17 14:55,123.4659
2016/1/17 15:55,128.293
2016/1/17 16:55,122.668
2016/1/17 17:55,130.4802
2016/1/17 18:55,111.5246
2016/1/17 19:55,124.5171
2016/1/17 20:55,111.0752
2016/1/17 21:55,109.7762
2016/1/17 22:55,95.9763
2016/1/17 23:55,103.4392
2016/1/18 0:55,90.2446
2016/1/18 1:55,107.2378
2016/1/18 2:55,88.7107
2016/1/18 3:55,114.3076
2016/1/18 4:55,123.4351
2016/1/18 5:55,195.2267
2016/1/18 6:55,194.9754
2016/1/18 7:55,192.4729
2016/1/18 8:55,198.1614
2016/1/18 9:55,200.3411
2016/1/18 10:55,175.7732
2016/1/18 11:55,170.6048
2016/1/18 12:55,191.9672
2016/1/18 13:55,202.3837
2016/1/18 14:55,194.3006
2016/1/18 15:55,203.2902
2016/1/18 16:55,205.1268
2016/1/18 17:55,190.4081
2016/1/18 18:55,147.1995
2016/1/18 19:55,162.2338
2016/1/18 20:55,148.9601
2016/1/18 21:55,141.5369
2016/1/18 22:55,125.6233
2016/1/18 23:55,143.1
2016/1/19 0:55,114.1733
2016/1/19 1:55,116.9912
2016/1/19 2:55,114.6436
2016/1/19 3:55,125.1416
2016/1/19 4:55,125.7994
2016/1/19 5:55,196.9983
2016/1/19 6:55,213.3082
2016/1/19 7:55,210.7866
2016/1/19 8:55,184.2488
2016/1/19 9:55,197.5887
2016/1/19 10:55,185.0936
2016/1/19 11:55,193.022
2016/1/19 12:55,207.5889
2016/1/19 13:55,209.8034
2016/1/19 14:55,202.3844
2016/1/19 15:55,210.49727382880172
2016/1/19 16:55,197.88386522933686
2016/1/19 17:55,195.027
2016/1/19 18:55,169.2414
2016/1/19 19:55,172.6411
2016/1/19 20:55,151.0787
2016/1/19 21:55,147.6945
2016/1/19 22:55,139.132
2016/1/19 23:55,150.3417
2016/1/20 0:55,122.9356
2016/1/20 1:55,118.8449
2016/1/20 2:55,107.8623
2016/1/20 3:55,126.0616
2016/1/20 4:55,119.5989
2016/1/20 5:55,192.396
2016/1/20 6:55,197.0871
2016/1/20 7:55,194.6017
2016/1/20 8:55,182.194
2016/1/20 9:55,201.7464
2016/1/20 10:55,186.005
2016/1/20 11:55,190.3926
2016/1/20 12:55,204.6236
2016/1/20 13:55,205.5727
2016/1/20 14:55,197.6785
2016/1/20 15:55,209.0792
2016/1/20 16:55,205.338
2016/1/20 17:55,197.5367
2016/1/20 18:55,182.3022
2016/1/20 19:55,172.7518
2016/1/20 20:55,143.3418
2016/1/20 21:55,141.3466
2016/1/20 22:55,131.3665
2016/1/20 23:55,147.8492
2016/1/21 0:55,125.8961
2016/1/21 1:55,108.943
2016/1/21 2:55,111.6973
2016/1/21 3:55,159.7675
2016/1/21 4:55,137.1452459870611
2016/1/21 5:55,194.8597
2016/1/21 6:55,211.5623
2016/1/21 7:55,228.342
2016/1/21 8:55,198.8365
2016/1/21 9:55,190.5687
2016/1/21 10:55,194.5284
2016/1/21 11:55,271.8521
2016/1/21 12:55,249.3221
2016/1/21 13:55,205.9242
2016/1/21 14:55,228.7163
2016/1/21 15:55,231.8697
2016/1/21 16:55,223.5575
2016/1/21 17:55,191.4016
2016/1/21 18:55,157.9563
2016/1/21 19:55,184.0501
2016/1/21 20:55,151.3988
2016/1/21 21:55,152.7409
2016/1/21 22:55,129.3867
2016/1/21 23:55,160.5473
2016/1/22 0:55,122.5088
2016/1/22 1:55,111.0293
2016/1/22 2:55,99.6032
2016/1/22 3:55,131.2701
2016/1/22 4:55,133.2894
2016/1/22 5:55,185.324
2016/1/22 6:55,270.4209
2016/1/22 7:55,218.753
2016/1/22 8:55,243.5388
2016/1/22 9:55,196.2273
2016/1/22 10:55,175.3046
2016/1/22 11:55,209.881
2016/1/22 12:55,210.9966
2016/1/22 13:55,207.3952
2016/1/22 14:55,201.5819
2016/1/22 15:55,217.4598
2016/1/22 16:55,200.7533
2016/1/22 17:55,191.1261
2016/1/22 18:55,158.8592
2016/1/22 19:55,173.2452
2016/1/22 20:55,132.8873371953624
2016/1/22 21:55,155.2991
2016/1/22 22:55,138.2455
2016/1/22 23:55,156.8265
2016/1/23 0:55,124.4404
2016/1/23 1:55,123.51
2016/1/23 2:55,102.1912
2016/1/23 3:55,116.8203
2016/1/23 4:55,94.88382679760035
2016/1/23 5:55,107.6841
2016/1/23 6:55,102.4337
2016/1/23 7:55,113.3052
2016/1/23 8:55,126.3267
2016/1/23 9:55,142.9162
2016/1/23 10:55,135.4808
2016/1/23 11:55,149.1987
2016/1/23 12:55,170.0962
2016/1/23 13:55,153.1777
2016/1/23 14:55,140.1441
2016/1/23 15:55,141.0786
2016/1/23 16:55,144.868
2016/1/23 17:55,142.7561
2016/1/23 18:55,137.3768
2016/1/23 19:55,136.9537
2016/1/23 20:55,133.3841
2016/1/23 21:55,140.8671
2016/1/23 22:55,116.3495
2016/1/23 23:55,133.881
2016/1/24 0:55,110.5427
2016/1/24 1:55,96.9139
2016/1/24 2:55,88.9819
2016/1/24 3:55,110.2406
2016/1/24 4:55,95.5173
2016/1/24 5:55,99.3301
2016/1/24 6:55,93.8658
2016/1/24 7:55,107.1167
2016/1/24 8:55,116.1094
2016/1/24 9:55,121.7836
2016/1/24 10:55,120.3769
2016/1/24 11:55,135.165
2016/1/24 12:55,150.3372
2016/1/24 13:55,134.1443
2016/1/24 14:55,127.4423
2016/1/24 15:55,131.2555
2016/1/24 16:55,128.826
2016/1/24 17:55,125.424
2016/1/24 18:55,113.5798
2016/1/24 19:55,133.3295
2016/1/24 20:55,115.4379
2016/1/24 21:55,104.0988
2016/1/24 22:55,97.7393
2016/1/24 23:55,117.7989
2016/1/25 0:55,95.3229
2016/1/25 1:55,97.1205
2016/1/25 2:55,89.6809
2016/1/25 3:55,123.3999
2016/1/25 4:55,119.1587
2016/1/25 5:55,186.7815
2016/1/25 6:55,197.4509
2016/1/25 7:55,196.5104
2016/1/25 8:55,178.9095
2016/1/25 9:55,187.4657
2016/1/25 10:55,179.6189
2016/1/25 11:55,191.6562
2016/1/25 12:55,208.2435
2016/1/25 13:55,195.0097
2016/1/25 14:55,196.389
2016/1/25 15:55,228.8361
2016/1/25 16:55,199.8522
2016/1/25 17:55,177.0641
2016/1/25 18:55,160.0128
2016/1/25 19:55,168.1357
2016/1/25 20:55,136.9897168803643
2016/1/25 21:55,134.8001
2016/1/25 22:55,134.4785
2016/1/25 23:55,143.5343
2016/1/26 0:55,114.2921
2016/1/26 1:55,102.7243
2016/1/26 2:55,93.3655
2016/1/26 3:55,110.7262
2016/1/26 4:55,162.1619
2016/1/26 5:55,174.8467
2016/1/26 6:55,190.9333
2016/1/26 7:55,196.9138
2016/1/26 8:55,216.6182
2016/1/26 9:55,202.843
2016/1/26 10:55,208.2036
2016/1/26 11:55,191.5661
2016/1/26 12:55,224.2356
2016/1/26 13:55,202.437
2016/1/26 14:55,200.2791
2016/1/26 15:55,210.5822
2016/1/26 16:55,227.4573
2016/1/26 17:55,188.8001
2016/1/26 18:55,146.7598
2016/1/26 19:55,174.3885
2016/1/26 20:55,163.5562
2016/1/26 21:55,141.0348
2016/1/26 22:55,126.6456
2016/1/26 23:55,147.106
2016/1/27 0:55,128.0729
2016/1/27 1:55,108.8573
2016/1/27 2:55,100.3387
2016/1/27 3:55,134.9548
2016/1/27 4:55,139.8969
2016/1/27 5:55,179.1071
2016/1/27 6:55,209.4558
2016/1/27 7:55,212.3473
2016/1/27 8:55,210.9244
2016/1/27 9:55,252.3532
2016/1/27 10:55,191.6853
2016/1/27 11:55,209.716
2016/1/27 12:55,220.0881
2016/1/27 13:55,200.9895
2016/1/27 14:55,198.7578
2016/1/27 15:55,215.9569
2016/1/27 16:55,276.0885
2016/1/27 17:55,198.8768
2016/1/27 18:55,163.7536
2016/1/27 19:55,174.6669
2016/1/27 20:55,155.2168
2016/1/27 21:55,149.7188
2016/1/27 22:55,131.293
2016/1/27 23:55,139.0142
2016/1/28 0:55,125.2274
2016/1/28 1:55,108.9612
2016/1/28 2:55,95.1207
2016/1/28 3:55,120.6747
2016/1/28 4:55,133.9607
2016/1/28 5:55,192.9618
2016/1/28 6:55,168.37416059736012
2016/1/28 7:55,201.6227
2016/1/28 8:55,191.0926
2016/1/28 9:55,196.0802
2016/1/28 10:55,223.742
2016/1/28 11:55,209.2458
2016/1/28 12:55,224.1081
2016/1/28 13:55,202.1606
2016/1/28 14:55,220.7692
2016/1/28 15:55,232.6961
2016/1/28 16:55,229.5702
2016/1/28 17:55,199.1837
2016/1/28 18:55,166.5514
2016/1/28 19:55,173.1116
2016/1/28 20:55,158.3748
2016/1/28 21:55,159.8707
2016/1/28 22:55,145.468
2016/1/28 23:55,285.4519
2016/1/29 0:55,147.9161
2016/1/29 1:55,236.7105
2016/1/29 2:55,201.7467
2016/1/29 3:55,148.8571
2016/1/29 4:55,139.1048
2016/1/29 5:55,177.437
2016/1/29 6:55,186.4768
2016/1/29 7:55,203.2514
2016/1/29 8:55,189.3278
2016/1/29 9:55,192.5296
2016/1/29 10:55,181.657
2016/1/29 11:55,191.2253
2016/1/29 12:55,254.8642
2016/1/29 13:55,210.0087
2016/1/29 14:55,194.6845
2016/1/29 15:55,219.3621
2016/1/29 16:55,212.7053
2016/1/29 17:55,182.861
2016/1/29 18:55,154.3311
2016/1/29 19:55,164.3566
2016/1/29 20:55,150.8995
2016/1/29 21:55,149.1343
2016/1/29 22:55,139.2063
2016/1/29 23:55,135.9829
2016/1/30 0:55,122.37
2016/1/30 1:55,113.6851
2016/1/30 2:55,96.7544
2016/1/30 3:55,119.938
2016/1/30 4:55,103.7672
2016/1/30 5:55,115.5216
2016/1/30 6:55,107.1254
2016/1/30 7:55,120.8819
2016/1/30 8:55,123.19243925900768
2016/1/30 9:55,144.4394
2016/1/30 10:55,133.926
2016/1/30 11:55,143.8935
2016/1/30 12:55,177.5075
2016/1/30 13:55,153.911
2016/1/30 14:55,140.3449
2016/1/30 15:55,146.1251
2016/1/30 16:55,145.1881
2016/1/30 17:55,145.676
2016/1/30 18:55,130.2096
2016/1/30 19:55,135.2442
2016/1/30 20:55,130.4065
2016/1/30 21:55,127.3238
2016/1/30 22:55,114.3633
2016/1/30 23:55,115.6016
2016/1/31 0:55,107.9557
2016/1/31 1:55,101.3304
2016/1/31 2:55,90.5258
2016/1/31 3:55,102.4617
2016/1/31 4:55,99.4279
2016/1/31 5:55,101.1031
2016/1/31 6:55,90.0695
2016/1/31 7:55,102.3714
2016/1/31 8:55,112.1829
2016/1/31 9:55,121.0736
2016/1/31 10:55,123.7821
2016/1/31 11:55,128.8703
2016/1/31 12:55,156.4293
2016/1/31 13:55,145.5478
2016/1/31 14:55,130.0017
2016/1/31 15:55,126.8644
2016/1/31 16:55,127.6159
2016/1/31 17:55,132.0249
2016/1/31 18:55,115.5643
2016/1/31 19:55,143.14447183209896
2016/1/31 20:55,115.5931
2016/1/31 21:55,114.8888
2016/1/31 22:55,98.3989
2016/1/31 23:55,113.984
2016/2/1 0:55,103.2612
2016/2/1 1:55,121.08221328126743
2016/2/1 2:55,101.6576
2016/2/1 3:55,120.7124
2016/2/1 4:55,127.5127
2016/2/1 5:55,193.6107
2016/2/1 6:55,210.0522
2016/2/1 7:55,210.4684
2016/2/1 8:55,187.4727
2016/2/1 9:55,187.2861
2016/2/1 10:55,190.1087
2016/2/1 11:55,191.6549
2016/2/1 12:55,213.8421
2016/2/1 13:55,203.1582
2016/2/1 14:55,194.5717
2016/2/1 15:55,224.3693
2016/2/1 16:55,215.3841
2016/2/1 17:55,188.6761
2016/2/1 18:55,167.4393
2016/2/1 19:55,199.49801772399272
2016/2/1 20:55,153.7077
2016/2/1 21:55,160.1193
2016/2/1 22:55,149.8798
2016/2/1 23:55,150.1956
2016/2/2 0:55,133.3966
2016/2/2 1:55,174.5712
2016/2/2 2:55,145.7625
2016/2/2 3:55,142.0969
2016/2/2 4:55,128.9482
2016/2/2 5:55,199.0423
2016/2/2 6:55,211.1192
2016/2/2 7:55,203.876
2016/2/2 8:55,187.5484
2016/2/2 9:55,194.2964
2016/2/2 10:55,183.3017
2016/2/2 11:55,203.1119
2016/2/2 12:55,221.8097
2016/2/2 13:55,211.445
2016/2/2 14:55,205.1265
2016/2/2 15:55,238.990878551118
2016/2/2 16:55,217.5849
2016/2/2 17:55,194.3887
2016/2/2 18:55,164.36
2016/2/2 19:55,174.7429
2016/2/2 20:55,144.9545
2016/2/2 21:55,140.757
2016/2/2 22:55,134.5821
2016/2/2 23:55,147.0132
2016/2/3 0:55,126.466
2016/2/3 1:55,116.376
2016/2/3 2:55,110.3171
2016/2/3 3:55,138.4388
2016/2/3 4:55,128.6519
2016/2/3 5:55,187.191
2016/2/3 6:55,202.9766
2016/2/3 7:55,210.0204
2016/2/3 8:55,197.3549
2016/2/3 9:55,204.8518
2016/2/3 10:55,185.7629
2016/2/3 11:55,200.9925
2016/2/3 12:55,230.3211
2016/2/3 13:55,219.0291
2016/2/3 14:55,235.7727
2016/2/3 15:55,219.5256
2016/2/3 16:55,208.3245
2016/2/3 17:55,192.3841
2016/2/3 18:55,164.6927
2016/2/3 19:55,171.2773
2016/2/3 20:55,149.1409
2016/2/3 21:55,150.7693
2016/2/3 22:55,130.7124
2016/2/3 23:55,143.4869
2016/2/4 0:55,130.2418
2016/2/4 1:55,133.7982
2016/2/4 2:55,109.0381
2016/2/4 3:55,146.6427
2016/2/4 4:55,127.7078
2016/2/4 5:55,188.4775
2016/2/4 6:55,219.9953
2016/2/4 7:55,212.7512
2016/2/4 8:55,200.0114
2016/2/4 9:55,253.8678
2016/2/4 10:55,253.0982
2016/2/4 11:55,194.1652
2016/2/4 12:55,232.2535
2016/2/4 13:55,222.0191
2016/2/4 14:55,209.8417
2016/2/4 15:55,227.8396
2016/2/4 16:55,224.4513
2016/2/4 17:55,208.0661
2016/2/4 18:55,167.478
2016/2/4 19:55,175.0224
2016/2/4 20:55,153.298
2016/2/4 21:55,151.2816
2016/2/4 22:55,133.9995
2016/2/4 23:55,153.7447
2016/2/5 0:55,138.4571
2016/2/5 1:55,136.5291
2016/2/5 2:55,108.4452
2016/2/5 3:55,132.2569
2016/2/5 4:55,133.6998
2016/2/5 5:55,187.5364
2016/2/5 6:55,207.7371
2016/2/5 7:55,216.7215
2016/2/5 8:55,203.3261
2016/2/5 9:55,225.5898
2016/2/5 10:55,341.29005470605915
2016/2/5 11:55,228.1419
2016/2/5 12:55,238.5023
2016/2/5 13:55,220.3833
2016/2/5 14:55,229.5113
2016/2/5 15:55,234.0205
2016/2/5 16:55,215.173
2016/2/5 17:55,194.0082
2016/2/5 18:55,164.0329
2016/2/5 19:55,179.3926
2016/2/5 20:55,159.2666
2016/2/5 21:55,160.0335
2016/2/5 22:55,143.4717
2016/2/5 23:55,148.9835
2016/2/6 0:55,125.3956
2016/2/6 1:55,126.1832
2016/2/6 2:55,106.568
2016/2/6 3:55,138.3889
2016/2/6 4:55,103.6421
2016/2/6 5:55,112.0328
2016/2/6 6:55,106.855
2016/2/6 7:55,134.3627
